Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD2896,7,1,159,9,4,S-2,3
ORD2897,9,1,171,4,0,S-3,2
ORD2898,5,4,179,8,1,S-3,4
ORD2899,3,2,76,9,3,S-2,2
ORD2900,9,3,199,4,4,S-3,4
ORD2901,3,3,117,8,1,S-3,2
ORD2902,4,4,63,3,2,S-1,4
ORD2903,9,2,147,9,1,S-1,2
ORD2904,7,1,72,4,3,S-1,2
ORD2905,5,2,164,8,3,S-2,6
ORD2906,2,3,161,3,2,S-3,5
ORD2907,3,2,145,4,3,S-2,3
ORD2908,2,1,127,4,0,S-2,5
ORD2909,9,1,110,3,4,S-3,6
ORD2910,5,4,134,3,2,S-3,4
ORD2911,8,3,120,4,2,S-1,5
ORD2912,7,2,134,5,1,S-3,3
ORD2913,6,2,99,6,2,S-2,3
ORD2914,8,4,189,5,4,S-1,4
ORD2915,9,4,64,0,0,S-2,3
ORD2916,9,4,194,1,1,S-3,6
ORD2917,8,3,83,6,4,S-1,5
ORD2918,6,2,84,2,2,S-3,3
ORD2919,9,4,88,9,3,S-1,5
ORD2920,9,3,182,1,3,S-1,2
ORD2921,3,2,79,5,4,S-1,5
ORD2922,4,1,181,3,0,S-3,4
ORD2923,9,4,192,4,3,S-1,6
ORD2924,2,3,152,5,4,S-1,3
ORD2925,3,2,123,2,1,S-3,6
ORD2926,4,2,104,0,2,S-2,5
ORD2927,2,4,109,2,0,S-3,3
ORD2928,5,4,73,2,0,S-3,6
ORD2929,8,2,71,5,1,S-1,4
ORD2930,8,3,81,3,0,S-3,2
ORD2931,6,1,144,6,4,S-3,2
ORD2932,4,2,132,1,0,S-3,4
ORD2933,2,3,52,3,0,S-1,2
ORD2934,9,4,119,7,0,S-3,4
ORD2935,3,2,179,5,4,S-1,5
ORD2936,2,4,137,9,2,S-3,4
ORD2937,3,1,158,2,3,S-1,2
ORD2938,8,4,108,9,0,S-1,5
ORD2939,6,1,126,1,1,S-3,4
ORD2940,9,4,63,2,1,S-2,4
ORD2941,6,4,100,0,4,S-3,5
ORD2942,2,1,188,0,2,S-2,3
ORD2943,2,4,127,1,0,S-1,2
ORD2944,3,3,129,2,4,S-2,3
ORD2945,3,4,59,8,3,S-2,5
ORD2946,4,2,129,7,2,S-1,5
ORD2947,8,4,173,8,2,S-2,6
ORD2948,4,3,83,6,4,S-3,6
ORD2949,4,2,170,6,1,S-2,5
ORD2950,2,3,129,4,2,S-1,6
ORD2951,7,2,102,6,1,S-2,4
ORD2952,7,4,67,3,2,S-1,3
ORD2953,7,3,151,4,2,S-1,5
ORD2954,7,4,184,0,2,S-3,4
ORD2955,4,2,147,3,3,S-1,2
ORD2956,2,3,94,2,1,S-2,2
ORD2957,7,1,84,1,3,S-3,6
ORD2958,9,3,163,1,1,S-3,6
ORD2959,6,4,70,7,3,S-2,4
ORD2960,5,1,145,0,3,S-2,2
ORD2961,6,1,93,7,3,S-3,5
ORD2962,2,2,129,8,4,S-1,3
ORD2963,2,1,105,5,3,S-3,6
ORD2964,5,1,187,0,2,S-3,4
ORD2965,3,2,192,9,0,S-3,6
ORD2966,3,3,104,6,3,S-1,4
ORD2967,9,4,92,4,0,S-2,2
ORD2968,3,3,99,8,0,S-2,6
ORD2969,4,1,55,6,2,S-2,4
ORD2970,3,4,111,4,0,S-1,4
ORD2971,8,3,104,1,0,S-1,6
ORD2972,4,4,189,3,0,S-2,3
ORD2973,4,1,165,1,1,S-2,5
ORD2974,9,3,80,8,3,S-2,2
ORD2975,3,4,123,1,3,S-2,6
ORD2976,3,4,83,1,0,S-1,6
ORD2977,9,3,59,1,2,S-2,3
ORD2978,5,3,101,0,1,S-3,2
ORD2979,7,1,127,8,2,S-2,6
ORD2980,9,2,52,7,2,S-1,3
ORD2981,5,4,184,1,0,S-3,5
ORD2982,4,3,53,1,4,S-3,4
ORD2983,5,3,97,4,0,S-3,5
ORD2984,4,3,123,3,4,S-1,5
ORD2985,2,4,128,1,1,S-2,5
ORD2986,4,1,193,7,4,S-1,5
ORD2987,4,2,53,7,0,S-1,4
ORD2988,5,4,53,3,0,S-3,2
ORD2989,7,1,169,3,2,S-3,2
ORD2990,2,4,168,8,0,S-1,3
ORD2991,6,4,66,3,0,S-3,3
ORD2992,6,3,145,9,3,S-1,6
ORD2993,7,1,119,8,3,S-3,5
ORD2994,6,3,146,2,2,S-2,5
ORD2995,2,3,57,1,4,S-2,4
ORD2996,3,1,163,7,4,S-2,5
ORD2997,2,3,54,2,3,S-3,4
ORD2998,5,3,96,1,1,S-3,6
ORD2999,9,2,89,7,3,S-2,3
ORD3000,8,1,171,7,1,S-1,3
ORD3001,4,1,184,4,4,S-1,6
ORD3002,4,3,189,8,3,S-2,6
ORD3003,9,3,143,5,0,S-3,5
ORD3004,5,1,77,4,1,S-1,3
ORD3005,5,1,126,2,1,S-1,2
ORD3006,8,4,98,6,1,S-1,6
ORD3007,8,1,135,8,4,S-3,3
ORD3008,4,4,103,3,2,S-1,3
ORD3009,8,3,67,6,0,S-1,4
ORD3010,8,2,76,2,3,S-2,3
ORD3011,8,2,121,1,1,S-3,6
ORD3012,9,4,183,0,4,S-2,5
ORD3013,7,3,171,5,1,S-1,3
ORD3014,3,3,154,4,3,S-3,2
ORD3015,8,3,118,1,0,S-3,6
ORD3016,3,1,120,2,1,S-2,5
ORD3017,3,3,199,8,4,S-2,5
ORD3018,5,1,166,2,4,S-3,6
ORD3019,8,4,81,6,2,S-3,5
ORD3020,4,2,158,0,4,S-2,2
ORD3021,7,4,146,6,2,S-1,3
ORD3022,4,3,50,8,0,S-3,6
ORD3023,8,3,157,7,3,S-1,3
ORD3024,4,4,163,6,2,S-2,3
ORD3025,8,1,90,9,1,S-3,5
ORD3026,7,1,57,7,1,S-2,6
ORD3027,2,1,79,3,3,S-3,3
ORD3028,7,2,95,1,4,S-3,4
ORD3029,9,2,154,8,1,S-2,2
ORD3030,2,3,145,2,2,S-2,5
ORD3031,6,4,110,3,3,S-1,6
ORD3032,2,4,190,6,1,S-2,6
ORD3033,3,3,138,1,4,S-2,5
ORD3034,9,1,175,7,4,S-1,3
ORD3035,3,2,110,9,1,S-2,5
ORD3036,9,4,169,7,3,S-1,6
ORD3037,7,3,170,4,0,S-1,4
ORD3038,3,1,97,8,1,S-2,3
ORD3039,3,1,108,7,4,S-1,5
ORD3040,6,2,60,0,0,S-1,6
ORD3041,3,2,74,8,3,S-1,6
ORD3042,5,3,95,4,4,S-2,6
ORD3043,5,3,103,8,3,S-2,4
ORD3044,5,1,83,8,1,S-1,3
ORD3045,2,1,133,9,3,S-2,5
ORD3046,7,4,184,9,4,S-3,3
ORD3047,7,1,111,2,1,S-1,6
ORD3048,4,3,106,7,4,S-3,4
ORD3049,6,2,142,6,4,S-2,4
ORD3050,5,3,165,6,0,S-3,6
ORD3051,5,4,125,9,2,S-2,3
ORD3052,3,4,182,1,3,S-2,3
ORD3053,5,2,125,1,3,S-1,4
ORD3054,3,3,86,1,0,S-3,2
ORD3055,3,4,193,1,3,S-1,4
ORD3056,4,3,79,3,0,S-3,4
ORD3057,2,4,91,6,3,S-2,5
ORD3058,3,2,110,1,3,S-2,4
ORD3059,3,4,97,4,4,S-1,2
ORD3060,7,3,133,6,0,S-3,4
ORD3061,4,3,142,8,3,S-3,3
ORD3062,3,4,117,7,2,S-2,5
ORD3063,6,1,95,8,0,S-1,5
ORD3064,2,2,162,6,0,S-2,4
ORD3065,9,2,77,2,0,S-2,5
ORD3066,6,4,126,0,4,S-1,5
ORD3067,5,4,170,9,0,S-3,4
ORD3068,2,1,52,6,4,S-3,2
ORD3069,5,2,86,5,2,S-2,4
ORD3070,7,1,196,1,1,S-3,3
ORD3071,8,2,141,0,4,S-1,6
ORD3072,8,4,132,9,3,S-3,2
ORD3073,8,2,66,3,0,S-3,4
ORD3074,3,2,170,3,1,S-2,2
ORD3075,4,2,136,5,4,S-3,6
ORD3076,6,1,89,4,3,S-1,5
ORD3077,5,1,122,8,1,S-2,5
ORD3078,3,2,78,7,2,S-1,6
ORD3079,8,3,91,8,4,S-3,5
ORD3080,6,1,78,9,4,S-3,2
ORD3081,6,4,115,6,2,S-2,5
ORD3082,7,4,173,8,4,S-1,6
ORD3083,7,2,194,2,0,S-3,6
ORD3084,8,4,169,8,4,S-3,6
ORD3085,5,1,158,1,0,S-2,3
ORD3086,8,3,141,8,4,S-3,2
ORD3087,8,3,161,5,3,S-3,6
ORD3088,3,3,101,3,3,S-3,2
ORD3089,4,4,109,1,1,S-1,3
ORD3090,8,2,143,9,3,S-1,2
ORD3091,5,4,193,2,2,S-1,4
ORD3092,6,2,147,4,1,S-3,3
ORD3093,6,3,63,8,3,S-2,3
ORD3094,9,1,100,6,0,S-2,5
ORD3095,2,4,73,2,4,S-2,6
ORD3096,8,1,156,3,3,S-1,3
ORD3097,9,3,122,1,0,S-1,2
ORD3098,9,2,196,7,1,S-1,4
ORD3099,3,1,133,5,4,S-1,2
ORD3100,2,4,110,2,3,S-3,2
ORD3101,7,1,155,4,1,S-2,4
ORD3102,4,1,143,4,3,S-2,5
ORD3103,5,4,112,0,1,S-1,6
ORD3104,8,2,144,4,3,S-2,3
ORD3105,6,4,84,5,0,S-2,6
ORD3106,3,3,116,9,2,S-1,5
ORD3107,6,2,105,9,0,S-1,4
ORD3108,8,1,89,1,4,S-1,6
ORD3109,7,4,183,2,3,S-1,2
ORD3110,2,3,178,9,2,S-3,3
ORD3111,8,4,73,4,2,S-2,3
ORD3112,2,2,151,2,4,S-3,5
ORD3113,5,3,164,4,4,S-2,5
ORD3114,3,1,184,4,2,S-3,4
ORD3115,7,2,124,7,4,S-1,5
ORD3116,3,3,60,9,4,S-3,6
ORD3117,5,2,85,8,3,S-1,3
ORD3118,7,1,197,7,0,S-1,4
ORD3119,9,3,112,2,1,S-3,5
ORD3120,7,4,129,0,2,S-2,2
ORD3121,2,4,137,2,1,S-3,3
ORD3122,2,1,79,0,2,S-1,4
ORD3123,2,3,152,8,2,S-1,3
ORD3124,6,1,161,2,0,S-2,6
ORD3125,9,1,133,7,2,S-2,5
ORD3126,4,2,199,5,2,S-2,5
ORD3127,8,4,154,2,0,S-1,5
ORD3128,2,1,70,8,4,S-3,2
ORD3129,4,2,86,7,1,S-2,6
ORD3130,4,1,76,2,2,S-1,2
ORD3131,3,1,151,6,0,S-3,6
ORD3132,5,1,87,4,2,S-2,6
ORD3133,6,4,109,1,0,S-3,6
ORD3134,4,3,119,7,1,S-3,5
ORD3135,8,4,81,0,3,S-1,5
ORD3136,6,2,129,3,4,S-1,5
ORD3137,3,3,180,3,3,S-1,2
ORD3138,2,2,151,9,0,S-3,4
ORD3139,7,1,151,4,2,S-2,6
ORD3140,4,3,79,3,4,S-2,2
ORD3141,5,2,71,0,1,S-2,5
ORD3142,7,1,68,6,4,S-1,5
ORD3143,3,2,80,9,2,S-2,4
ORD3144,6,2,69,1,3,S-2,5
ORD3145,8,4,196,9,0,S-1,6
ORD3146,9,1,179,2,3,S-2,3
ORD3147,2,4,89,4,4,S-2,5
ORD3148,6,3,140,7,2,S-2,4
ORD3149,5,1,121,9,0,S-3,3
ORD3150,4,4,158,7,2,S-3,6
ORD3151,5,4,76,1,2,S-1,6
ORD3152,6,3,128,8,4,S-1,6
ORD3153,6,2,189,5,3,S-3,4
ORD3154,7,2,127,8,2,S-1,3
ORD3155,5,2,66,3,2,S-1,6
ORD3156,5,3,133,2,2,S-2,5
ORD3157,5,4,187,4,0,S-1,3
ORD3158,2,1,196,4,2,S-1,6
ORD3159,8,3,137,3,2,S-2,3
ORD3160,6,2,123,6,4,S-2,5
ORD3161,3,2,176,7,2,S-3,2
ORD3162,2,1,151,4,2,S-1,6
ORD3163,2,3,145,8,4,S-2,5
ORD3164,2,2,100,6,0,S-1,4
ORD3165,7,3,150,6,3,S-1,6
ORD3166,9,4,120,7,4,S-3,2
ORD3167,8,3,120,3,0,S-3,5
ORD3168,8,4,59,9,3,S-3,5
ORD3169,3,1,146,5,2,S-3,3
ORD3170,9,4,183,4,4,S-3,6
ORD3171,5,4,55,0,2,S-2,2
ORD3172,7,1,126,8,4,S-3,4
ORD3173,6,2,126,1,3,S-2,3
ORD3174,9,1,51,5,0,S-3,6
ORD3175,4,3,100,7,4,S-2,2
ORD3176,7,1,196,2,0,S-1,3
ORD3177,4,3,170,4,2,S-3,2
ORD3178,6,2,177,6,2,S-2,2
ORD3179,3,3,51,3,3,S-3,3
ORD3180,8,1,100,4,3,S-2,3
ORD3181,4,1,119,0,1,S-2,6
ORD3182,2,2,69,3,1,S-3,3
ORD3183,7,1,72,6,3,S-2,6
ORD3184,9,2,103,9,2,S-1,2
ORD3185,9,2,192,6,0,S-3,3
ORD3186,4,1,183,9,3,S-1,6
ORD3187,6,4,185,9,0,S-2,6
ORD3188,8,3,106,3,1,S-2,4
ORD3189,2,4,164,5,0,S-3,6
ORD3190,9,2,198,4,3,S-1,6
ORD3191,4,3,172,0,2,S-1,4
ORD3192,8,4,85,7,3,S-3,5
ORD3193,6,1,120,6,4,S-1,3
ORD3194,3,4,118,4,4,S-3,4
ORD3195,6,3,107,9,4,S-3,6
ORD3196,3,3,112,9,2,S-2,6
ORD3197,9,3,65,6,3,S-2,3
ORD3198,8,3,183,9,4,S-1,2
ORD3199,8,4,127,2,3,S-3,4
ORD3200,2,1,171,7,1,S-3,5
ORD3201,6,1,51,4,4,S-3,3
ORD3202,5,3,163,1,4,S-3,3
ORD3203,9,1,163,1,2,S-2,4
ORD3204,7,4,173,3,3,S-1,6
ORD3205,5,1,195,6,2,S-2,6
ORD3206,9,2,135,9,2,S-3,5
ORD3207,5,1,178,3,3,S-1,4
ORD3208,5,3,70,8,1,S-1,3
ORD3209,7,1,50,1,3,S-3,4
ORD3210,5,1,181,5,1,S-3,2
ORD3211,3,1,107,3,2,S-2,3
ORD3212,6,1,50,5,1,S-2,5
ORD3213,8,2,190,9,1,S-3,5
ORD3214,2,4,56,8,1,S-3,3
ORD3215,5,3,100,9,4,S-2,6
ORD3216,8,3,52,8,4,S-1,3
ORD3217,5,1,80,8,2,S-1,3
ORD3218,9,4,149,8,3,S-1,2
ORD3219,2,1,111,2,1,S-2,3
ORD3220,9,2,157,8,4,S-3,4
ORD3221,2,4,104,2,3,S-1,4
ORD3222,5,4,93,9,1,S-3,5
ORD3223,3,4,130,2,3,S-2,6
ORD3224,8,4,79,4,0,S-2,5
ORD3225,2,1,115,5,1,S-3,2
ORD3226,6,2,185,8,3,S-3,3
ORD3227,8,4,63,0,1,S-3,5
ORD3228,6,3,150,7,1,S-3,3
ORD3229,8,3,155,3,0,S-1,5
ORD3230,3,2,152,9,3,S-3,3
ORD3231,9,3,111,6,2,S-1,5
ORD3232,7,1,124,5,4,S-2,4
ORD3233,9,1,128,5,1,S-1,2
ORD3234,4,2,156,6,1,S-3,5
ORD3235,3,4,145,3,1,S-1,4
ORD3236,5,3,89,5,1,S-2,6
ORD3237,4,3,190,2,4,S-3,5
ORD3238,5,2,156,4,2,S-2,3
ORD3239,6,2,66,1,0,S-2,2
ORD3240,2,3,64,2,2,S-3,4
ORD3241,8,4,65,8,4,S-1,4
ORD3242,5,2,62,5,3,S-2,2
ORD3243,6,1,85,2,0,S-3,5
ORD3244,3,3,92,1,0,S-2,3
ORD3245,5,2,163,4,3,S-1,6
ORD3246,9,2,123,9,1,S-2,5
ORD3247,6,2,130,4,4,S-2,2
ORD3248,2,3,143,0,3,S-2,5
ORD3249,8,1,190,2,2,S-2,5
ORD3250,5,1,79,6,2,S-1,2
ORD3251,7,3,79,8,3,S-3,2
ORD3252,6,2,59,4,4,S-2,6
ORD3253,5,3,148,3,0,S-1,2
ORD3254,2,3,143,2,0,S-2,2
ORD3255,8,2,88,9,1,S-2,2
ORD3256,5,3,86,8,4,S-2,4
ORD3257,5,4,180,6,2,S-1,2
ORD3258,8,1,138,6,2,S-2,2
ORD3259,7,4,63,7,1,S-2,2
ORD3260,6,4,88,9,2,S-3,6
ORD3261,4,4,179,0,1,S-1,5
ORD3262,9,3,92,3,1,S-3,2
ORD3263,8,2,180,4,3,S-3,2
ORD3264,5,3,57,4,0,S-3,6
ORD3265,4,1,145,0,4,S-3,5
ORD3266,3,3,114,2,4,S-2,6
ORD3267,5,3,128,1,0,S-3,3
ORD3268,4,3,181,6,4,S-1,3
ORD3269,3,3,117,4,2,S-2,3
ORD3270,7,4,141,2,2,S-3,2
ORD3271,6,2,59,7,4,S-3,6
ORD3272,5,1,124,0,3,S-1,2
ORD3273,6,1,110,0,4,S-1,3
ORD3274,3,1,96,5,1,S-3,5
ORD3275,6,3,52,0,1,S-3,5
ORD3276,6,1,152,3,0,S-3,6
ORD3277,8,4,66,5,2,S-3,5
ORD3278,2,2,71,0,3,S-3,3
ORD3279,3,3,165,8,4,S-1,6
ORD3280,6,3,140,3,1,S-1,6
ORD3281,9,4,193,8,2,S-2,3
ORD3282,4,1,153,8,2,S-2,3
ORD3283,3,3,52,5,3,S-1,3
ORD3284,2,3,101,6,3,S-2,3
ORD3285,5,4,160,0,3,S-3,6
ORD3286,7,4,91,4,3,S-2,5
ORD3287,6,1,179,2,1,S-3,3
ORD3288,4,2,88,9,3,S-3,4
ORD3289,2,2,95,9,2,S-2,6
ORD3290,3,1,97,5,2,S-2,2
ORD3291,7,2,76,3,4,S-3,5
ORD3292,7,4,64,8,2,S-1,6
ORD3293,9,4,56,6,2,S-2,3
ORD3294,6,4,158,3,1,S-2,4
ORD3295,2,2,91,5,2,S-1,2
ORD3296,2,2,58,1,0,S-2,5
ORD3297,4,3,154,2,2,S-3,3
ORD3298,5,3,183,6,4,S-1,6
ORD3299,5,3,125,3,4,S-1,6
ORD3300,8,2,79,9,3,S-3,5
ORD3301,5,3,133,6,1,S-3,4
ORD3302,8,4,175,8,4,S-3,3
ORD3303,7,2,133,4,0,S-1,5
ORD3304,7,1,103,0,0,S-3,5
ORD3305,9,2,159,4,3,S-2,6
ORD3306,3,3,76,5,1,S-2,5
ORD3307,7,2,133,1,1,S-3,2
ORD3308,7,3,56,7,2,S-2,2
ORD3309,2,3,153,1,0,S-2,3
ORD3310,3,1,121,8,0,S-1,5
ORD3311,2,1,51,1,0,S-3,6
ORD3312,4,4,191,2,0,S-2,3
ORD3313,8,3,187,7,4,S-3,4
ORD3314,8,2,99,5,1,S-3,6
ORD3315,4,1,195,0,2,S-2,4
ORD3316,8,1,67,3,4,S-2,3
ORD3317,3,3,65,4,1,S-1,2
ORD3318,3,2,101,2,3,S-1,6
ORD3319,7,1,133,0,0,S-1,6
ORD3320,8,1,145,2,2,S-2,3
ORD3321,4,2,91,8,1,S-1,6
ORD3322,6,1,162,1,3,S-3,6
ORD3323,5,2,173,0,0,S-1,3
ORD3324,7,3,64,6,3,S-1,5
ORD3325,5,1,139,6,3,S-1,3
ORD3326,4,3,91,4,4,S-3,6
ORD3327,8,2,94,1,3,S-3,3
ORD3328,8,3,143,0,4,S-2,6
ORD3329,5,3,156,4,4,S-1,4
ORD3330,6,3,71,9,3,S-3,4
ORD3331,8,4,177,3,1,S-3,2
ORD3332,6,2,87,8,3,S-3,3
ORD3333,2,2,146,4,3,S-2,3
ORD3334,3,2,150,9,1,S-2,4
ORD3335,5,2,56,1,0,S-2,4
ORD3336,8,2,93,3,2,S-1,4
ORD3337,6,1,125,8,0,S-3,2
ORD3338,9,1,56,7,3,S-2,2
ORD3339,9,1,109,2,0,S-2,5
ORD3340,8,3,50,7,2,S-3,3
ORD3341,3,3,111,1,0,S-3,2
ORD3342,3,2,136,2,2,S-1,6
ORD3343,2,4,138,4,0,S-1,3
ORD3344,3,2,67,9,4,S-1,5
ORD3345,3,1,157,9,3,S-2,4
ORD3346,7,2,184,7,2,S-2,5
ORD3347,9,3,164,0,3,S-3,3
ORD3348,4,2,103,3,4,S-1,4
ORD3349,9,1,116,0,0,S-3,5
ORD3350,9,2,142,0,3,S-1,5
ORD3351,8,3,187,4,0,S-1,3
ORD3352,9,4,108,5,0,S-1,2
ORD3353,2,1,118,0,3,S-1,6
ORD3354,2,2,147,5,2,S-3,5
ORD3355,5,3,57,4,2,S-3,6
ORD3356,3,1,104,3,3,S-2,3
ORD3357,5,1,183,9,2,S-1,3
ORD3358,7,3,178,4,1,S-3,2
ORD3359,9,2,105,7,0,S-1,4
ORD3360,6,2,153,8,3,S-1,6
ORD3361,3,2,163,1,4,S-2,5
ORD3362,6,1,137,5,3,S-2,4
ORD3363,9,4,187,2,3,S-3,6
ORD3364,4,1,157,1,0,S-3,6
ORD3365,7,2,72,0,4,S-2,4
ORD3366,3,1,193,3,0,S-3,4
ORD3367,5,4,150,7,2,S-3,2
ORD3368,5,1,193,2,3,S-2,5
ORD3369,3,3,105,4,0,S-1,5
ORD3370,8,2,157,9,1,S-1,5
ORD3371,5,2,144,4,3,S-2,4
ORD3372,9,2,55,4,2,S-1,2
ORD3373,9,1,79,8,0,S-1,3
ORD3374,8,1,178,7,0,S-2,2
ORD3375,3,1,100,7,1,S-3,4
ORD3376,2,2,155,0,2,S-2,2
ORD3377,5,1,138,0,1,S-2,4
ORD3378,8,2,176,1,3,S-1,6
ORD3379,3,1,95,7,4,S-2,6
ORD3380,3,2,170,9,0,S-1,3
ORD3381,8,3,198,0,1,S-2,6
ORD3382,5,1,148,3,0,S-3,3
ORD3383,2,2,118,8,0,S-1,5
ORD3384,5,3,112,1,1,S-2,4
ORD3385,3,3,99,2,0,S-1,5
ORD3386,2,4,61,5,2,S-2,5
ORD3387,9,1,118,9,2,S-2,3
ORD3388,6,2,122,2,4,S-2,4
ORD3389,4,4,93,3,2,S-1,3
ORD3390,5,1,101,8,1,S-1,2
ORD3391,7,3,58,8,2,S-3,5
ORD3392,3,1,167,9,4,S-3,4
ORD3393,2,2,59,4,3,S-3,5
ORD3394,8,3,95,6,3,S-3,2
ORD3395,9,4,152,8,1,S-2,2
ORD3396,8,1,86,7,4,S-1,4
ORD3397,8,1,101,6,2,S-2,4
ORD3398,2,4,148,7,4,S-1,2
ORD3399,6,1,130,4,0,S-1,5
ORD3400,5,1,62,4,4,S-2,6
ORD3401,7,1,183,4,2,S-2,5
ORD3402,9,3,150,0,1,S-1,6
ORD3403,8,3,177,5,0,S-3,3
ORD3404,2,2,97,4,4,S-3,4
ORD3405,8,1,60,7,3,S-1,2
ORD3406,6,2,130,7,2,S-2,3
ORD3407,3,3,54,1,1,S-2,5
ORD3408,8,1,55,5,2,S-1,6
ORD3409,6,2,166,9,4,S-2,4
ORD3410,5,1,198,9,1,S-1,6
ORD3411,9,1,91,5,3,S-1,5
ORD3412,9,4,130,2,0,S-1,5
ORD3413,8,2,52,0,4,S-2,2
ORD3414,6,3,109,6,1,S-3,3
ORD3415,2,2,142,9,0,S-1,4
ORD3416,2,2,98,4,1,S-2,2
ORD3417,4,2,83,9,4,S-3,6
ORD3418,6,4,86,4,1,S-1,3
ORD3419,3,1,91,7,3,S-3,4
ORD3420,8,3,50,4,1,S-2,6
ORD3421,7,4,181,4,4,S-3,4
ORD3422,7,3,152,0,1,S-3,4
ORD3423,5,4,191,1,0,S-2,3
ORD3424,4,1,159,4,0,S-1,6
ORD3425,6,3,195,6,2,S-2,2
ORD3426,3,2,83,2,2,S-2,2
ORD3427,4,4,50,0,3,S-1,2
ORD3428,2,3,102,1,0,S-1,4
ORD3429,5,1,71,2,2,S-2,5
ORD3430,8,3,199,8,1,S-1,3
ORD3431,8,4,65,7,3,S-1,2
ORD3432,8,1,168,3,4,S-2,3
ORD3433,6,2,135,7,2,S-2,4
ORD3434,7,4,91,8,2,S-2,3
ORD3435,3,4,120,2,0,S-2,2
ORD3436,8,1,166,5,3,S-3,2
ORD3437,8,4,69,7,0,S-3,4
ORD3438,2,3,157,9,0,S-1,4
ORD3439,9,2,179,6,3,S-3,6
ORD3440,4,3,56,8,1,S-3,4
ORD3441,8,1,58,6,2,S-3,5
ORD3442,5,4,76,0,0,S-1,5
ORD3443,4,2,179,8,2,S-3,2
ORD3444,7,1,134,4,3,S-2,4
ORD3445,4,3,109,5,1,S-2,5
ORD3446,3,4,161,1,4,S-1,5
ORD3447,2,4,135,1,1,S-1,6
ORD3448,6,1,179,3,3,S-1,4
ORD3449,3,3,194,3,1,S-3,6
ORD3450,7,4,132,4,4,S-1,3
ORD3451,5,3,153,6,0,S-1,6
ORD3452,7,2,137,0,1,S-1,3
ORD3453,7,4,69,9,3,S-2,3
ORD3454,4,2,175,3,1,S-1,4
ORD3455,5,4,147,8,4,S-2,3
ORD3456,3,1,100,7,3,S-2,3
ORD3457,7,4,137,2,1,S-1,6
ORD3458,3,4,112,5,3,S-1,4
ORD3459,8,3,138,8,4,S-3,4
ORD3460,8,3,180,7,0,S-1,3
ORD3461,8,2,138,6,4,S-1,6
ORD3462,6,2,141,6,0,S-1,6
ORD3463,4,2,125,0,2,S-1,6
ORD3464,3,4,75,4,4,S-1,6
ORD3465,8,4,157,6,0,S-1,2
ORD3466,8,2,57,1,2,S-3,3
ORD3467,5,1,182,5,2,S-3,3
ORD3468,7,1,188,1,2,S-1,3
ORD3469,8,4,91,2,3,S-3,4
ORD3470,6,1,168,0,4,S-2,4
ORD3471,5,1,157,2,4,S-3,6
ORD3472,4,2,196,6,4,S-2,4
ORD3473,9,1,169,4,4,S-1,5
ORD3474,9,1,95,3,3,S-2,3
ORD3475,6,4,141,7,4,S-1,3
ORD3476,6,4,195,7,0,S-3,2
ORD3477,6,4,123,0,2,S-2,2
ORD3478,7,1,145,8,3,S-2,5
ORD3479,9,2,67,8,3,S-2,2
ORD3480,8,3,189,1,4,S-1,6
ORD3481,2,4,164,1,2,S-1,6
ORD3482,6,4,121,7,0,S-3,3
ORD3483,5,4,95,5,2,S-3,6
ORD3484,9,2,87,2,1,S-1,2
ORD3485,5,3,179,1,2,S-3,5
ORD3486,4,3,58,4,0,S-2,6
ORD3487,3,4,157,7,0,S-2,3
ORD3488,3,1,182,5,0,S-2,3
ORD3489,2,4,147,2,3,S-3,2
ORD3490,7,4,68,8,3,S-2,6
ORD3491,8,1,120,7,1,S-2,2
ORD3492,7,1,88,9,2,S-1,3
ORD3493,8,4,91,5,4,S-1,5
ORD3494,6,2,194,0,1,S-3,6
ORD3495,9,2,139,1,4,S-1,5
ORD3496,8,1,156,3,4,S-3,6
ORD3497,9,4,197,1,1,S-3,3
ORD3498,2,2,185,2,2,S-1,6
ORD3499,4,4,145,7,4,S-1,3
ORD3500,4,4,196,8,3,S-3,4
ORD3501,3,4,81,5,3,S-3,3
ORD3502,4,2,175,3,1,S-3,3
ORD3503,6,3,196,1,4,S-2,6
ORD3504,5,4,73,6,1,S-2,5
ORD3505,4,2,73,9,3,S-1,3
ORD3506,2,3,169,6,1,S-2,6
ORD3507,6,1,67,9,4,S-2,3
ORD3508,4,2,189,8,4,S-3,2
ORD3509,7,3,90,4,3,S-2,2
ORD3510,8,2,136,9,0,S-1,2
ORD3511,4,3,131,3,0,S-2,2
ORD3512,7,3,193,9,2,S-2,5
ORD3513,6,2,82,5,3,S-2,3
ORD3514,4,1,73,1,2,S-1,2
ORD3515,7,4,110,1,3,S-1,6
ORD3516,5,3,104,8,4,S-3,2
ORD3517,9,4,133,6,3,S-2,4
ORD3518,3,1,168,6,1,S-3,4
ORD3519,6,4,121,4,2,S-3,5
ORD3520,7,4,123,6,3,S-1,4
ORD3521,2,2,178,8,2,S-3,6
ORD3522,9,2,134,9,3,S-2,2
ORD3523,4,1,145,4,0,S-3,4
ORD3524,7,2,102,8,2,S-1,4
ORD3525,9,3,159,0,4,S-1,5
ORD3526,8,1,109,2,4,S-1,4
ORD3527,9,2,100,6,3,S-2,2
ORD3528,7,2,170,3,4,S-3,3
