Order Number,Order Date,Order Status,Freight Cost
ORD3015,7/8/2022,On Time,101.47
ORD3016,7/9/2022,On Time,60.57
ORD3017,7/10/2022,Late,119.41
ORD3018,7/11/2022,On Time,101.92
ORD3019,7/12/2022,On Time,79.81
ORD3020,7/13/2022,Late,92.25
ORD3021,7/14/2022,On Time,79.83
ORD3022,7/15/2022,On Time,76.3
ORD3023,7/16/2022,On Time,66.36
ORD3024,7/17/2022,Late,86.28
ORD3025,7/18/2022,On Time,75.1
ORD3026,7/19/2022,On Time,118.34
ORD3027,7/20/2022,On Time,118.39
ORD3028,7/21/2022,On Time,100.18
ORD3029,7/22/2022,On Time,127.79
ORD3030,7/23/2022,On Time,134.13
ORD3031,7/24/2022,On Time,107.98
ORD3032,7/25/2022,Late,111.89
ORD3033,7/26/2022,On Time,78.29
ORD3034,7/27/2022,On Time,139.49
ORD3035,7/28/2022,On Time,52.42
ORD3036,7/29/2022,On Time,84.86
ORD3037,7/30/2022,On Time,122.18
ORD3038,7/31/2022,On Time,58.01
ORD3039,8/1/2022,On Time,68.32
ORD3040,8/2/2022,On Time,108.93
ORD3041,8/3/2022,On Time,106
ORD3042,8/4/2022,On Time,123.89
ORD3043,8/5/2022,Late,131.26
ORD3044,8/6/2022,On Time,62.86
ORD3045,8/7/2022,On Time,51.84
ORD3046,8/8/2022,On Time,118.96
ORD3047,8/9/2022,On Time,80.14
ORD3048,8/10/2022,On Time,112.6
ORD3049,8/11/2022,On Time,65.05
ORD3050,8/12/2022,On Time,96.9
ORD3051,8/13/2022,On Time,100.44
ORD3052,8/14/2022,Late,108.51
ORD3053,8/15/2022,On Time,101.32
ORD3054,8/16/2022,Late,99.57
ORD3055,8/17/2022,On Time,83.27
ORD3056,8/18/2022,On Time,57.12
ORD3057,8/19/2022,On Time,58.95
ORD3058,8/20/2022,On Time,93.38
ORD3059,8/21/2022,Late,85.58
ORD3060,8/22/2022,On Time,101.61
ORD3061,8/23/2022,Late,80.48
ORD3062,8/24/2022,On Time,118.79
ORD3063,8/25/2022,On Time,136.4
ORD3064,8/26/2022,On Time,79.89
ORD3065,8/27/2022,On Time,69.3
ORD3066,8/28/2022,Late,61.62
ORD3067,8/29/2022,On Time,111.63
ORD3068,8/30/2022,On Time,94.39
ORD3069,8/31/2022,On Time,68.8
ORD3070,9/1/2022,On Time,115.31
ORD3071,9/2/2022,On Time,64.85
ORD3072,9/3/2022,On Time,105.43
ORD3073,9/4/2022,Late,102.71
ORD3074,9/5/2022,On Time,123.42
ORD3075,9/6/2022,On Time,55.51
ORD3076,9/7/2022,On Time,138.79
ORD3077,9/8/2022,On Time,120.3
ORD3078,9/9/2022,Late,71.61
ORD3079,9/10/2022,On Time,68.34
ORD3080,9/11/2022,On Time,93.17
ORD3081,9/12/2022,On Time,131.76
ORD3082,9/13/2022,On Time,134.29
ORD3083,9/14/2022,On Time,102.05
ORD3084,9/15/2022,Late,136.08
ORD3085,9/16/2022,On Time,50.54
ORD3086,9/17/2022,Late,53.52
ORD3087,9/18/2022,On Time,141.18
ORD3088,9/19/2022,On Time,127.53
ORD3089,9/20/2022,On Time,95.07
ORD3090,9/21/2022,On Time,125.36
ORD3091,9/22/2022,Late,145.56
ORD3092,9/23/2022,On Time,127.21
ORD3093,9/24/2022,Late,134.24
ORD3094,9/25/2022,On Time,126.06
ORD3095,9/26/2022,On Time,66.82
ORD3096,9/27/2022,On Time,133.36
ORD3097,9/28/2022,On Time,69.51
ORD3098,9/29/2022,On Time,139.26
ORD3099,9/30/2022,Late,95.86
ORD3100,10/1/2022,On Time,117.7
ORD3101,10/2/2022,On Time,99.72
ORD3102,10/3/2022,On Time,59.4
ORD3103,10/4/2022,Late,79.07
ORD3104,10/5/2022,On Time,148.37
ORD3105,10/6/2022,Late,146.07
ORD3106,10/7/2022,On Time,82.05
ORD3107,10/8/2022,On Time,149.63
ORD3108,10/9/2022,On Time,134.56
ORD3109,10/10/2022,On Time,111.1
ORD3110,10/11/2022,On Time,54.01
ORD3111,10/12/2022,On Time,140.14
ORD3112,10/13/2022,On Time,105.74
ORD3113,10/14/2022,On Time,136.85
ORD3114,10/15/2022,On Time,133.44
ORD3115,10/16/2022,Late,133.3
ORD3116,10/17/2022,On Time,119.82
ORD3117,10/18/2022,Late,79.14
ORD3118,10/19/2022,On Time,83.62
ORD3119,10/20/2022,On Time,80.85
ORD3120,10/21/2022,On Time,52
ORD3121,10/22/2022,On Time,108.26
ORD3122,10/23/2022,On Time,119.88
ORD3123,10/24/2022,On Time,135.39
ORD3124,10/25/2022,On Time,64.02
ORD3125,10/26/2022,On Time,104.42
ORD3126,10/27/2022,On Time,50.8
ORD3127,10/28/2022,On Time,59.51
ORD3128,10/29/2022,On Time,55.42
ORD3129,10/30/2022,On Time,122.55
ORD3130,10/31/2022,Late,58.11
ORD3131,11/1/2022,Late,121.65
ORD3132,11/2/2022,On Time,74.96
ORD3133,11/3/2022,On Time,137.77
ORD3134,11/4/2022,On Time,131.31
ORD3135,11/5/2022,On Time,145.78
ORD3136,11/6/2022,On Time,138.38
ORD3137,11/7/2022,On Time,143.33
ORD3138,11/8/2022,On Time,135.87
ORD3139,11/9/2022,On Time,119.34
ORD3140,11/10/2022,On Time,67.03
ORD3141,11/11/2022,On Time,77.17
ORD3142,11/12/2022,Late,71.27
ORD3143,11/13/2022,On Time,110.36
ORD3144,11/14/2022,On Time,100.36
ORD3145,11/15/2022,Late,136.71
ORD3146,11/16/2022,On Time,145.27
ORD3147,11/17/2022,On Time,90.49
ORD3148,11/18/2022,On Time,100.64
ORD3149,11/19/2022,On Time,147.15
ORD3150,11/20/2022,Late,77.62
ORD3151,11/21/2022,On Time,129.24
ORD3152,11/22/2022,Late,72.52
ORD3153,11/23/2022,On Time,118.15
ORD3154,11/24/2022,On Time,75.36
ORD3155,11/25/2022,On Time,138.37
ORD3156,11/26/2022,On Time,106.15
ORD3157,11/27/2022,On Time,68.59
ORD3158,11/28/2022,On Time,72.44
ORD3159,11/29/2022,On Time,99.38
ORD3160,11/30/2022,On Time,146.16
ORD3161,12/1/2022,Late,126.96
ORD3162,12/2/2022,On Time,98.83
ORD3163,12/3/2022,On Time,83.77
ORD3164,12/4/2022,On Time,104.93
ORD3165,12/5/2022,Late,124.84
ORD3166,12/6/2022,On Time,128.39
ORD3167,12/7/2022,Late,82.46
ORD3168,12/8/2022,On Time,122.12
ORD3169,12/9/2022,On Time,115.78
ORD3170,12/10/2022,On Time,145.91
ORD3171,12/11/2022,Late,143.11
ORD3172,12/12/2022,On Time,128.94
ORD3173,12/13/2022,On Time,122.34
ORD3174,12/14/2022,On Time,77.4
ORD3175,12/15/2022,On Time,134.6
ORD3176,12/16/2022,Late,92.75
ORD3177,12/17/2022,On Time,77.22
ORD3178,12/18/2022,Late,88.42
ORD3179,12/19/2022,On Time,133.59
ORD3180,12/20/2022,On Time,64.86
ORD3181,12/21/2022,On Time,95.62
ORD3182,12/22/2022,On Time,99.24
ORD3183,12/23/2022,On Time,53.66
ORD3184,12/24/2022,On Time,69.57
ORD3185,12/25/2022,On Time,132.67
ORD3186,12/26/2022,Late,133.08
ORD3187,12/27/2022,Late,79.24
ORD3188,12/28/2022,Late,137.49
ORD3189,12/29/2022,Late,127.18
ORD3190,12/30/2022,On Time,91.79
ORD3191,12/31/2022,On Time,124.84
ORD3192,1/1/2022,On Time,146.13
ORD3193,1/2/2022,On Time,95.9
ORD3194,1/3/2022,On Time,73.84
ORD3195,1/4/2022,On Time,144.18
ORD3196,1/5/2022,On Time,110.37
ORD3197,1/6/2022,On Time,60.53
ORD3198,1/7/2022,On Time,107.27
ORD3199,1/8/2022,On Time,100.06
ORD3200,1/9/2022,On Time,135.56
ORD3201,1/10/2022,On Time,103.07
ORD3202,1/11/2022,On Time,75.52
ORD3203,1/12/2022,On Time,117.56
ORD3204,1/13/2022,Late,104.26
ORD3205,1/14/2022,On Time,73.3
ORD3206,1/15/2022,On Time,107.36
ORD3207,1/16/2022,Late,132.15
ORD3208,1/17/2022,On Time,52.86
ORD3209,1/18/2022,On Time,113.09
ORD3210,1/19/2022,On Time,84.96
ORD3211,1/20/2022,On Time,79.27
ORD3212,1/21/2022,On Time,89.26
ORD3213,1/22/2022,On Time,84.2
ORD3214,1/23/2022,Late,133.22
ORD3215,1/24/2022,On Time,77.48
ORD3216,1/25/2022,On Time,123.32
ORD3217,1/26/2022,On Time,59.41
ORD3218,1/27/2022,On Time,145.14
ORD3219,1/28/2022,On Time,112.23
ORD3220,1/29/2022,On Time,120.67
ORD3221,1/30/2022,Late,79.8
ORD3222,1/31/2022,On Time,91.21
ORD3223,2/1/2022,On Time,72.38
ORD3224,2/2/2022,On Time,143.25
ORD3225,2/3/2022,On Time,98.81
ORD3226,2/4/2022,On Time,113.04
ORD3227,2/5/2022,On Time,123.43
ORD3228,2/6/2022,On Time,87.11
ORD3229,2/7/2022,On Time,122.01
ORD3230,2/8/2022,Late,117.6
ORD3231,2/9/2022,On Time,120.57
ORD3232,2/10/2022,Late,98.92
ORD3233,2/11/2022,On Time,88.29
ORD3234,2/12/2022,On Time,72.21
ORD3235,2/13/2022,On Time,132.46
ORD3236,2/14/2022,On Time,110.84
ORD3237,2/15/2022,On Time,94.44
ORD3238,2/16/2022,On Time,144.4
ORD3239,2/17/2022,On Time,54.78
ORD3240,2/18/2022,On Time,135.02
ORD3241,2/19/2022,On Time,149.76
ORD3242,2/20/2022,Late,138.69
ORD3243,2/21/2022,On Time,131.04
ORD3244,2/22/2022,On Time,87.43
ORD3245,2/23/2022,On Time,73.13
ORD3246,2/24/2022,Late,123.49
ORD3247,2/25/2022,Late,80.46
ORD3248,2/26/2022,On Time,67.6
ORD3249,2/27/2022,On Time,128.65
ORD3250,2/28/2022,On Time,81.25
ORD3251,3/1/2022,On Time,141.44
ORD3252,3/2/2022,On Time,134.06
ORD3253,3/3/2022,On Time,134.76
ORD3254,3/4/2022,On Time,127.16
ORD3255,3/5/2022,On Time,138.09
ORD3256,3/6/2022,Late,130.57
ORD3257,3/7/2022,On Time,110.25
ORD3258,3/8/2022,On Time,79.58
ORD3259,3/9/2022,On Time,138.82
ORD3260,3/10/2022,Late,134.06
ORD3261,3/11/2022,On Time,97.29
ORD3262,3/12/2022,Late,53.91
ORD3263,3/13/2022,Late,113.85
ORD3264,3/14/2022,On Time,55.06
ORD3265,3/15/2022,On Time,142.63
ORD3266,3/16/2022,Late,146.16
ORD3267,3/17/2022,On Time,68.95
ORD3268,3/18/2022,Late,117.64
ORD3269,3/19/2022,Late,59.23
ORD3270,3/20/2022,On Time,122.95
ORD3271,3/21/2022,On Time,84.73
ORD3272,3/22/2022,Late,118.11
ORD3273,3/23/2022,On Time,87.29
ORD3274,3/24/2022,On Time,64.56
ORD3275,3/25/2022,On Time,90.61
ORD3276,3/26/2022,On Time,61.27
ORD3277,3/27/2022,Late,107.69
ORD3278,3/28/2022,Late,54.1
ORD3279,3/29/2022,On Time,102.73
ORD3280,3/30/2022,On Time,138.64
ORD3281,3/31/2022,On Time,133.79
ORD3282,4/1/2022,Late,138.28
ORD3283,4/2/2022,On Time,142.2
ORD3284,4/3/2022,On Time,60.45
ORD3285,4/4/2022,On Time,62.87
ORD3286,4/5/2022,On Time,105.7
ORD3287,4/6/2022,Late,139.4
ORD3288,4/7/2022,On Time,147.43
ORD3289,4/8/2022,On Time,54.63
ORD3290,4/9/2022,On Time,85.58
ORD3291,4/10/2022,Late,71.29
ORD3292,4/11/2022,On Time,125.6
ORD3293,4/12/2022,On Time,114.02
ORD3294,4/13/2022,On Time,61.99
ORD3295,4/14/2022,Late,98.35
ORD3296,4/15/2022,On Time,118.54
ORD3297,4/16/2022,On Time,127.9
ORD3298,4/17/2022,On Time,52.01
ORD3299,4/18/2022,On Time,139.05
ORD3300,4/19/2022,On Time,106.93
ORD3301,4/20/2022,Late,131.19
ORD3302,4/21/2022,On Time,130.79
ORD3303,4/22/2022,On Time,68.99
ORD3304,4/23/2022,On Time,61.02
ORD3305,4/24/2022,On Time,122.13
ORD3306,4/25/2022,On Time,65.64
ORD3307,4/26/2022,Late,134.99
ORD3308,4/27/2022,On Time,122.62
ORD3309,4/28/2022,On Time,134.18
ORD3310,4/29/2022,On Time,79.9
ORD3311,4/30/2022,On Time,81.66
ORD3312,5/1/2022,On Time,117.12
ORD3313,5/2/2022,On Time,53.14
ORD3314,5/3/2022,Late,122.65
ORD3315,5/4/2022,On Time,133.58
ORD3316,5/5/2022,On Time,91.52
ORD3317,5/6/2022,Late,126.49
ORD3318,5/7/2022,On Time,67.46
ORD3319,5/8/2022,On Time,82.23
ORD3320,5/9/2022,On Time,147.43
ORD3321,5/10/2022,On Time,148.63
ORD3322,5/11/2022,On Time,101.26
ORD3323,5/12/2022,On Time,143.43
ORD3324,5/13/2022,On Time,102.27
ORD3325,5/14/2022,Late,79.16
ORD3326,5/15/2022,On Time,76.69
ORD3327,5/16/2022,On Time,142.95
ORD3328,5/17/2022,On Time,67.24
ORD3329,5/18/2022,On Time,107.96
ORD3330,5/19/2022,On Time,105.55
ORD3331,5/20/2022,Late,123.96
ORD3332,5/21/2022,Late,99.92
ORD3333,5/22/2022,On Time,77.23
ORD3334,5/23/2022,Late,66.94
ORD3335,5/24/2022,On Time,112.08
ORD3336,5/25/2022,On Time,121.9
ORD3337,5/26/2022,On Time,106.95
ORD3338,5/27/2022,Late,123.84
ORD3339,5/28/2022,On Time,64.15
ORD3340,5/29/2022,On Time,138.25
ORD3341,5/30/2022,Late,108.24
ORD3342,5/31/2022,On Time,62.68
ORD3343,6/1/2022,On Time,96.19
ORD3344,6/2/2022,On Time,134.48
ORD3345,6/3/2022,On Time,139.76
ORD3346,6/4/2022,On Time,76.46
ORD3347,6/5/2022,On Time,121.13
ORD3348,6/6/2022,On Time,60
ORD3349,6/7/2022,Late,53.35
ORD3350,6/8/2022,On Time,106.04
ORD3351,6/9/2022,On Time,119.48
ORD3352,6/10/2022,On Time,129.58
ORD3353,6/11/2022,On Time,84.02
ORD3354,6/12/2022,On Time,50.65
ORD3355,6/13/2022,On Time,97.95
ORD3356,6/14/2022,On Time,51.59
ORD3357,6/15/2022,On Time,59.2
ORD3358,6/16/2022,On Time,82.67
ORD3359,6/17/2022,On Time,93.72
ORD3360,6/18/2022,On Time,77.95
ORD3361,6/19/2022,On Time,108.19
ORD3362,6/20/2022,On Time,55.53
ORD3363,6/21/2022,On Time,64.46
ORD3364,6/22/2022,On Time,119.53
ORD3365,6/23/2022,Late,64.21
ORD3366,6/24/2022,On Time,113.98
ORD3367,6/25/2022,On Time,55.47
ORD3368,6/26/2022,Late,90.74
ORD3369,6/27/2022,On Time,67.74
ORD3370,6/28/2022,On Time,60.96
ORD3371,6/29/2022,On Time,106.7
ORD3372,6/30/2022,On Time,142.83
ORD3373,7/1/2022,Late,55.48
ORD3374,7/2/2022,On Time,92.16
ORD3375,7/3/2022,Late,120.75
ORD3376,7/4/2022,On Time,96.27
ORD3377,7/5/2022,On Time,130.65
ORD3378,7/6/2022,On Time,67.96
ORD3379,7/7/2022,On Time,145.96
ORD3380,7/8/2022,On Time,88.52
ORD3381,7/9/2022,Late,84.16
ORD3382,7/10/2022,On Time,137.46
ORD3383,7/11/2022,On Time,106.39
ORD3384,7/12/2022,On Time,101.64
ORD3385,7/13/2022,On Time,122.7
ORD3386,7/14/2022,On Time,107.98
ORD3387,7/15/2022,On Time,66.25
ORD3388,7/16/2022,On Time,117.42
ORD3389,7/17/2022,On Time,63.35
ORD3390,7/18/2022,On Time,130.59
ORD3391,7/19/2022,Late,148.97
ORD3392,7/20/2022,Late,87.74
ORD3393,7/21/2022,On Time,94.48
ORD3394,7/22/2022,On Time,54.64
ORD3395,7/23/2022,Late,51.37
ORD3396,7/24/2022,On Time,142.14
ORD3397,7/25/2022,Late,62.86
ORD3398,7/26/2022,On Time,94.58
ORD3399,7/27/2022,On Time,131.54
ORD3400,7/28/2022,Late,138.93
ORD3401,7/29/2022,Late,101.94
ORD3402,7/30/2022,On Time,106.5
ORD3403,7/31/2022,On Time,116.97
ORD3404,8/1/2022,On Time,146.14
ORD3405,8/2/2022,On Time,110.27
ORD3406,8/3/2022,On Time,105.95
ORD3407,8/4/2022,On Time,51.45
ORD3408,8/5/2022,Late,58.09
ORD3409,8/6/2022,On Time,107.72
ORD3410,8/7/2022,On Time,143.62
ORD3411,8/8/2022,On Time,136.67
ORD3412,8/9/2022,On Time,148.26
ORD3413,8/10/2022,On Time,102.78
ORD3414,8/11/2022,On Time,128.79
ORD3415,8/12/2022,On Time,134.04
ORD3416,8/13/2022,Late,114.8
ORD3417,8/14/2022,Late,83.87
ORD3418,8/15/2022,On Time,97
ORD3419,8/16/2022,Late,135.79
ORD3420,8/17/2022,On Time,79.85
ORD3421,8/18/2022,On Time,142.37
ORD3422,8/19/2022,On Time,72.98
ORD3423,8/20/2022,On Time,124.95
ORD3424,8/21/2022,On Time,113.06
ORD3425,8/22/2022,Late,124.96
ORD3426,8/23/2022,On Time,93.73
ORD3427,8/24/2022,Late,143.26
ORD3428,8/25/2022,On Time,113.25
ORD3429,8/26/2022,On Time,78.83
ORD3430,8/27/2022,Late,113.85
ORD3431,8/28/2022,On Time,78.68
ORD3432,8/29/2022,On Time,79.36
ORD3433,8/30/2022,On Time,89.96
ORD3434,8/31/2022,On Time,135.24
ORD3435,9/1/2022,On Time,100.03
ORD3436,9/2/2022,On Time,117.89
ORD3437,9/3/2022,On Time,89.2
ORD3438,9/4/2022,Late,76.36
ORD3439,9/5/2022,On Time,145.46
ORD3440,9/6/2022,On Time,110.36
ORD3441,9/7/2022,On Time,143.4
ORD3442,9/8/2022,Late,70.34
ORD3443,9/9/2022,On Time,64.69
ORD3444,9/10/2022,On Time,135.58
ORD3445,9/11/2022,On Time,118.09
ORD3446,9/12/2022,On Time,68.66
ORD3447,9/13/2022,Late,76.94
ORD3448,9/14/2022,On Time,130.07
ORD3449,9/15/2022,On Time,95.39
ORD3450,9/16/2022,On Time,117.05
ORD3451,9/17/2022,On Time,81.84
ORD3452,9/18/2022,Late,88.12
ORD3453,9/19/2022,Late,149.07
ORD3454,9/20/2022,On Time,74.76
ORD3455,9/21/2022,Late,100.65
ORD3456,9/22/2022,On Time,134.44
ORD3457,9/23/2022,On Time,73.92
ORD3458,9/24/2022,On Time,91.52
ORD3459,9/25/2022,On Time,111.51
ORD3460,9/26/2022,On Time,98.12
ORD3461,9/27/2022,Late,95.95
ORD3462,9/28/2022,On Time,86.25
ORD3463,9/29/2022,Late,108.66
ORD3464,9/30/2022,On Time,112.44
ORD3465,10/1/2022,Late,115.33
ORD3466,10/2/2022,On Time,57.04
ORD3467,10/3/2022,On Time,113.1
ORD3468,10/4/2022,On Time,145.32
ORD3469,10/5/2022,Late,104.1
ORD3470,10/6/2022,On Time,121.53
ORD3471,10/7/2022,Late,105.67
ORD3472,10/8/2022,On Time,135.47
ORD3473,10/9/2022,On Time,142.96
ORD3474,10/10/2022,Late,68.42
ORD3475,10/11/2022,On Time,93.69
ORD3476,10/12/2022,On Time,89.24
ORD3477,10/13/2022,On Time,90.52
ORD3478,10/14/2022,Late,62.55
ORD3479,10/15/2022,On Time,131.36
ORD3480,10/16/2022,Late,53.58
ORD3481,10/17/2022,On Time,102.82
ORD3482,10/18/2022,Late,116.19
ORD3483,10/19/2022,Late,70.75
ORD3484,10/20/2022,On Time,140.59
ORD3485,10/21/2022,On Time,133.85
ORD3486,10/22/2022,On Time,97.11
ORD3487,10/23/2022,On Time,91.11
ORD3488,10/24/2022,On Time,73.66
ORD3489,10/25/2022,On Time,123
ORD3490,10/26/2022,On Time,63.17
ORD3491,10/27/2022,On Time,118.02
ORD3492,10/28/2022,On Time,134.25
ORD3493,10/29/2022,On Time,72.85
ORD3494,10/30/2022,Late,136.64
ORD3495,10/31/2022,On Time,53.33
ORD3496,11/1/2022,On Time,141.28
ORD3497,11/2/2022,On Time,61.84
ORD3498,11/3/2022,Late,114.58
ORD3499,11/4/2022,Late,75.01
ORD3500,11/5/2022,Late,133.66
ORD3501,11/6/2022,Late,101.23
ORD3502,11/7/2022,On Time,63.52
ORD3503,11/8/2022,Late,107.1
ORD3504,11/9/2022,On Time,90.79
ORD3505,11/10/2022,On Time,116.14
ORD3506,11/11/2022,Late,138.19
ORD3507,11/12/2022,On Time,90.94
ORD3508,11/13/2022,On Time,78.99
ORD3509,11/14/2022,On Time,51.45
ORD3510,11/15/2022,On Time,107.48
ORD3511,11/16/2022,On Time,90.23
ORD3512,11/17/2022,On Time,87.46
ORD3513,11/18/2022,On Time,68.29
ORD3514,11/19/2022,On Time,93.01
ORD3515,11/20/2022,Late,148.44
ORD3516,11/21/2022,On Time,79.78
ORD3517,11/22/2022,On Time,109.97
ORD3518,11/23/2022,Late,127.65
ORD3519,11/24/2022,Late,124.92
ORD3520,11/25/2022,On Time,82.88
ORD3521,11/26/2022,On Time,111.09
ORD3522,11/27/2022,Late,137.13
ORD3523,11/28/2022,Late,51.54
ORD3524,11/29/2022,On Time,93.57
ORD3525,11/30/2022,On Time,72.43
ORD3526,12/1/2022,On Time,88.86
ORD3527,12/2/2022,On Time,91.6
ORD3528,12/3/2022,On Time,124.67
ORD3529,12/4/2022,On Time,59.38
ORD3530,12/5/2022,On Time,101.26
ORD3531,12/6/2022,On Time,106.42
ORD3532,12/7/2022,On Time,99.42
ORD3533,12/8/2022,Late,123.19
ORD3534,12/9/2022,On Time,88.38
ORD3535,12/10/2022,On Time,144.5
ORD3536,12/11/2022,Late,98.18
ORD3537,12/12/2022,On Time,107.12
ORD3538,12/13/2022,On Time,132.55
ORD3539,12/14/2022,On Time,77.52
ORD3540,12/15/2022,On Time,57.52
ORD3541,12/16/2022,Late,120.78
ORD3542,12/17/2022,On Time,98.3
ORD3543,12/18/2022,On Time,139.65
ORD3544,12/19/2022,On Time,148.27
ORD3545,12/20/2022,On Time,89.91
ORD3546,12/21/2022,Late,91.54
ORD3547,12/22/2022,On Time,90.8
ORD3548,12/23/2022,On Time,82.46
ORD3549,12/24/2022,On Time,128.17
ORD3550,12/25/2022,On Time,125.9
ORD3551,12/26/2022,On Time,97.86
ORD3552,12/27/2022,On Time,54.47
ORD3553,12/28/2022,On Time,80.96
ORD3554,12/29/2022,On Time,79.23
ORD3555,12/30/2022,On Time,131.11
ORD3556,12/31/2022,On Time,58.76
ORD3557,1/1/2023,On Time,130.57
ORD3558,1/2/2023,Late,116.92
ORD3559,1/3/2023,On Time,123.24
ORD3560,1/4/2023,On Time,93.22
ORD3561,1/5/2023,On Time,117.97
ORD3562,1/6/2023,On Time,110.9
ORD3563,1/7/2023,On Time,126.9
ORD3564,1/8/2023,On Time,94.68
ORD3565,1/9/2023,On Time,97.28
ORD3566,1/10/2023,On Time,114.36
ORD3567,1/11/2023,Late,60.81
ORD3568,1/12/2023,Late,93.62
ORD3569,1/13/2023,On Time,147.2
ORD3570,1/14/2023,On Time,53.76
ORD3571,1/15/2023,On Time,81.6
ORD3572,1/16/2023,On Time,81.41
ORD3573,1/17/2023,Late,113.35
ORD3574,1/18/2023,On Time,60.58
ORD3575,1/19/2023,On Time,112.85
ORD3576,1/20/2023,On Time,59.5
ORD3577,1/21/2023,On Time,59.5
ORD3578,1/22/2023,On Time,122.82
ORD3579,1/23/2023,On Time,82.41
ORD3580,1/24/2023,On Time,147.74
ORD3581,1/25/2023,On Time,53.74
ORD3582,1/26/2023,On Time,94.51
ORD3583,1/27/2023,On Time,61.31
ORD3584,1/28/2023,On Time,85.14
ORD3585,1/29/2023,On Time,149.82
ORD3586,1/30/2023,On Time,138.88
ORD3587,1/31/2023,On Time,54.83
ORD3588,2/1/2023,On Time,106.33
ORD3589,2/2/2023,Late,114.78
ORD3590,2/3/2023,On Time,70.95
ORD3591,2/4/2023,On Time,64.51
ORD3592,2/5/2023,On Time,140.44
ORD3593,2/6/2023,On Time,146.88
ORD3594,2/7/2023,On Time,149.19
ORD3595,2/8/2023,On Time,128.98
ORD3596,2/9/2023,Late,116.35
ORD3597,2/10/2023,On Time,84.57
ORD3598,2/11/2023,On Time,67.14
ORD3599,2/12/2023,On Time,57.9
ORD3600,2/13/2023,On Time,119.33
ORD3601,2/14/2023,Late,128.47
ORD3602,2/15/2023,On Time,132.65
ORD3603,2/16/2023,On Time,141.38
ORD3604,2/17/2023,Late,137.99
ORD3605,2/18/2023,On Time,149.97
ORD3606,2/19/2023,On Time,74.41
ORD3607,2/20/2023,On Time,126.33
ORD3608,2/21/2023,On Time,108.65
ORD3609,2/22/2023,On Time,76.12
ORD3610,2/23/2023,On Time,148.19
ORD3611,2/24/2023,On Time,139.79
ORD3612,2/25/2023,On Time,62.85
ORD3613,2/26/2023,On Time,52.62
ORD3614,2/27/2023,On Time,118.83
ORD3615,2/28/2023,On Time,110.41
ORD3616,3/1/2023,On Time,143.58
ORD3617,3/2/2023,On Time,73.4
ORD3618,3/3/2023,On Time,58.44
ORD3619,3/4/2023,On Time,75.92
ORD3620,3/5/2023,On Time,51.89
ORD3621,3/6/2023,Late,53.59
ORD3622,3/7/2023,On Time,141.49
ORD3623,3/8/2023,On Time,85.2
ORD3624,3/9/2023,On Time,91.08
ORD3625,3/10/2023,On Time,51.84
ORD3626,3/11/2023,On Time,77.05
ORD3627,3/12/2023,Late,130.47
ORD3628,3/13/2023,On Time,111.55
ORD3629,3/14/2023,On Time,125.38
ORD3630,3/15/2023,On Time,94.72
ORD3631,3/16/2023,On Time,80.97
ORD3632,3/17/2023,On Time,98.28
ORD3633,3/18/2023,On Time,82.31
ORD3634,3/19/2023,On Time,133.9
ORD3635,3/20/2023,On Time,79.77
ORD3636,3/21/2023,On Time,115.98
ORD3637,3/22/2023,On Time,63.7
ORD3638,3/23/2023,Late,118.69
ORD3639,3/24/2023,On Time,141.33
ORD3640,3/25/2023,Late,110.86
ORD3641,3/26/2023,On Time,105.99
ORD3642,3/27/2023,Late,146.11
ORD3643,3/28/2023,Late,112.74
ORD3644,3/29/2023,On Time,75.96
ORD3645,3/30/2023,On Time,79.24
ORD3646,3/31/2023,On Time,120.53
ORD3647,4/1/2023,Late,123.54
ORD3648,4/2/2023,On Time,80.35
ORD3649,4/3/2023,On Time,84.53
ORD3650,4/4/2023,On Time,149.11
ORD3651,4/5/2023,Late,60.2
ORD3652,4/6/2023,Late,90.46
ORD3653,4/7/2023,Late,56.24
ORD3654,4/8/2023,On Time,132.11
ORD3655,4/9/2023,On Time,59.23
ORD3656,4/10/2023,On Time,117.4
ORD3657,4/11/2023,On Time,55.65
ORD3658,4/12/2023,On Time,117.29
ORD3659,4/13/2023,On Time,134.3
ORD3660,4/14/2023,On Time,89.88
ORD3661,4/15/2023,On Time,102.21
ORD3662,4/16/2023,Late,90.15
ORD3663,4/17/2023,On Time,80.05
ORD3664,4/18/2023,Late,130.33
ORD3665,4/19/2023,On Time,77.2
ORD3666,4/20/2023,On Time,122.29
ORD3667,4/21/2023,On Time,70.62
ORD3668,4/22/2023,On Time,74.99
ORD3669,4/23/2023,On Time,83.65
ORD3670,4/24/2023,On Time,108.92
ORD3671,4/25/2023,On Time,95.44
ORD3672,4/26/2023,On Time,124.51
ORD3673,4/27/2023,On Time,71.36
ORD3674,4/28/2023,Late,51.07
ORD3675,4/29/2023,On Time,127.66
ORD3676,4/30/2023,On Time,132.16
ORD3677,5/1/2023,On Time,55.95
ORD3678,5/2/2023,On Time,111.09
ORD3679,5/3/2023,On Time,87.82
ORD3680,5/4/2023,On Time,129.39
ORD3681,5/5/2023,Late,137.44
ORD3682,5/6/2023,On Time,135.1
ORD3683,5/7/2023,Late,127.72
ORD3684,5/8/2023,Late,76.91
ORD3685,5/9/2023,On Time,131.19
ORD3686,5/10/2023,On Time,103.35
ORD3687,5/11/2023,Late,55.28
